,ID,Class,Order,Family,Genus,Scientific_name,Common_name,IUCN_status,Year,Month,Day
1,1,Mammalia,Carnivora,Felidae,Puma,Puma concolor,Puma,LC,2009,July,14
2,2,Mammalia,Carnivora,Felidae,Puma,Puma concolor,Puma,LC,2012,April,18
3,3,Mammalia,Carnivora,Canidae,Chrysocyon,Chrysocyon brachyurus,Maned Wolf,NT,2004,August,9
4,4,Amphibia,Anura,Bufonidae,Rhinella,Rhinella dorbignyi,Sapito Jardín,LC,2005,March,18
5,5,Amphibia,Anura,Bufonidae,Rhinella,Rhinella dorbignyi,Sapito Jardín,LC,2005,September,15
6,6,Amphibia,Anura,Bufonidae,Rhinella,Rhinella dorbignyi,Sapito Jardín,LC,2005,September,15
7,7,Amphibia,Anura,Bufonidae,Rhinella,Rhinella dorbignyi,Sapito Jardín,LC,2005,October,13
8,8,Amphibia,Anura,Bufonidae,Rhinella,Rhinella dorbignyi,Sapito Jardín,LC,2005,October,13
9,9,Amphibia,Anura,Bufonidae,Rhinella,Rhinella dorbignyi,Sapito Jardín,LC,2005,October,13
10,10,Amphibia,Anura,Bufonidae,Rhinella,Rhinella dorbignyi,Sapito Jardín,LC,2005,October,26
11,11,Amphibia,Anura,Bufonidae,Rhinella,Rhinella dorbignyi,Sapito Jardín,LC,2005,October,26
12,12,Amphibia,Anura,Bufonidae,Rhinella,Rhinella dorbignyi,Sapito Jardín,LC,2005,October,26
13,13,Amphibia,Anura,Leptodactylidae,Leptodactylus,Leptodactylus latrans,Sapo-rana Llanero,LC,2003,October,19
14,14,Amphibia,Anura,Leptodactylidae,Leptodactylus,Leptodactylus latrans,Sapo-rana Llanero,LC,2005,September,29
15,15,Amphibia,Anura,Leptodactylidae,Leptodactylus,Leptodactylus latrans,Sapo-rana Llanero,LC,2005,October,20
16,16,Amphibia,Anura,Leptodactylidae,Leptodactylus,Leptodactylus latrans,Sapo-rana Llanero,LC,2005,October,20
17,17,Amphibia,Anura,Leptodactylidae,Leptodactylus,Leptodactylus latrans,Sapo-rana Llanero,LC,2005,October,26
18,18,Amphibia,Anura,Leptodactylidae,Leptodactylus,Leptodactylus latrans,Sapo-rana Llanero,LC,2005,October,26
19,19,Aves,Accipitriformes,Accipitridae,Rupornis,Rupornis magnirostris,Roadside Hawk,LC,2002,March,15
20,20,Aves,Accipitriformes,Accipitridae,Rupornis,Rupornis magnirostris,Roadside Hawk,LC,2002,March,26
21,21,Aves,Accipitriformes,Accipitridae,Rupornis,Rupornis magnirostris,Roadside Hawk,LC,2002,March,26
22,22,Aves,Accipitriformes,Accipitridae,Rupornis,Rupornis magnirostris,Roadside Hawk,LC,2002,April,12
23,23,Aves,Accipitriformes,Accipitridae,Rupornis,Rupornis magnirostris,Roadside Hawk,LC,2004,September,17
24,24,Aves,Accipitriformes,Accipitridae,Rupornis,Rupornis magnirostris,Roadside Hawk,LC,2004,September,17
25,25,Aves,Accipitriformes,Accipitridae,Rupornis,Rupornis magnirostris,Roadside Hawk,LC,2004,September,24
26,26,Aves,Accipitriformes,Accipitridae,Rostrhamus,Rostrhamus sociabilis,Snail Kite,LC,2002,February,14
27,27,Aves,Accipitriformes,Accipitridae,Rostrhamus,Rostrhamus sociabilis,Snail Kite,LC,2002,February,14
28,28,Aves,Accipitriformes,Accipitridae,Rostrhamus,Rostrhamus sociabilis,Snail Kite,LC,2002,February,14
29,29,Aves,Accipitriformes,Accipitridae,Rostrhamus,Rostrhamus sociabilis,Snail Kite,LC,2002,March,7
30,30,Aves,Accipitriformes,Accipitridae,Rostrhamus,Rostrhamus sociabilis,Snail Kite,LC,2002,April,2
31,31,Aves,Accipitriformes,Accipitridae,Rostrhamus,Rostrhamus sociabilis,Snail Kite,LC,2002,December,12
32,32,Aves,Caprimulgiformes,Caprimulgidae,Hydropsalis,Hydropsalis torquata,Scissor-tailed Nightjar,LC,2002,January,30
33,33,Aves,Caprimulgiformes,Caprimulgidae,Hydropsalis,Hydropsalis torquata,Scissor-tailed Nightjar,LC,2002,February,27
34,34,Aves,Caprimulgiformes,Caprimulgidae,Hydropsalis,Hydropsalis torquata,Scissor-tailed Nightjar,LC,2002,February,27
35,35,Aves,Caprimulgiformes,Caprimulgidae,Hydropsalis,Hydropsalis torquata,Scissor-tailed Nightjar,LC,2002,March,26
36,36,Aves,Charadriiformes,Charadriidae,Vanellus,Vanellus chilensis,Southern Lapwing,LC,2002,January,30
37,37,Aves,Charadriiformes,Charadriidae,Vanellus,Vanellus chilensis,Southern Lapwing,LC,2005,May,13
38,38,Aves,Charadriiformes,Jacanidae,Jacana,Jacana jacana,Wattled Jacana,LC,2002,March,16
39,39,Aves,Charadriiformes,Jacanidae,Jacana,Jacana jacana,Wattled Jacana,LC,2002,June,13
40,40,Aves,Charadriiformes,Jacanidae,Jacana,Jacana jacana,Wattled Jacana,LC,2002,October,14
41,41,Aves,Charadriiformes,Jacanidae,Jacana,Jacana jacana,Wattled Jacana,LC,2002,October,14
42,42,Aves,Charadriiformes,Jacanidae,Jacana,Jacana jacana,Wattled Jacana,LC,2005,July,22
43,43,Aves,Columbiformes,Columbidae,Columbina,Columbina picui,Picui Dove,LC,2002,March,16
44,44,Aves,Columbiformes,Columbidae,Columbina,Columbina talpacoti,Ruddy Ground-dove,LC,2002,March,15
45,45,Aves,Columbiformes,Columbidae,Columbina,Columbina talpacoti,Ruddy Ground-dove,LC,2002,March,15
46,46,Aves,Cuculiformes,Cuculidae,Coccyzus,Coccyzus melacoryphus,Dark-billed Cuckoo,LC,2002,January,22
47,47,Aves,Cuculiformes,Cuculidae,Coccyzus,Coccyzus melacoryphus,Dark-billed Cuckoo,LC,2002,March,21
48,48,Aves,Cuculiformes,Cuculidae,Guira,Guira guira,Guira Cuckoo,LC,2002,January,9
49,49,Aves,Cuculiformes,Cuculidae,Guira,Guira guira,Guira Cuckoo,LC,2002,January,9
50,50,Aves,Cuculiformes,Cuculidae,Guira,Guira guira,Guira Cuckoo,LC,2002,January,9
51,51,Aves,Cuculiformes,Cuculidae,Guira,Guira guira,Guira Cuckoo,LC,2002,January,9
52,52,Aves,Cuculiformes,Cuculidae,Guira,Guira guira,Guira Cuckoo,LC,2002,January,21
53,53,Aves,Cuculiformes,Cuculidae,Guira,Guira guira,Guira Cuckoo,LC,2002,January,22
54,54,Aves,Cuculiformes,Cuculidae,Guira,Guira guira,Guira Cuckoo,LC,2002,January,22
55,55,Aves,Cuculiformes,Cuculidae,Guira,Guira guira,Guira Cuckoo,LC,2002,January,22
56,56,Aves,Cuculiformes,Cuculidae,Guira,Guira guira,Guira Cuckoo,LC,2002,January,30
57,57,Aves,Cuculiformes,Cuculidae,Guira,Guira guira,Guira Cuckoo,LC,2002,January,30
58,58,Aves,Cuculiformes,Cuculidae,Guira,Guira guira,Guira Cuckoo,LC,2002,February,14
59,59,Aves,Cuculiformes,Cuculidae,Guira,Guira guira,Guira Cuckoo,LC,2002,February,27
60,60,Aves,Cuculiformes,Cuculidae,Guira,Guira guira,Guira Cuckoo,LC,2002,February,27
61,61,Aves,Cuculiformes,Cuculidae,Guira,Guira guira,Guira Cuckoo,LC,2002,February,27
62,62,Aves,Cuculiformes,Cuculidae,Guira,Guira guira,Guira Cuckoo,LC,2002,March,7
63,63,Aves,Cuculiformes,Cuculidae,Guira,Guira guira,Guira Cuckoo,LC,2002,March,7
64,64,Aves,Cuculiformes,Cuculidae,Guira,Guira guira,Guira Cuckoo,LC,2002,March,15
65,65,Aves,Cuculiformes,Cuculidae,Guira,Guira guira,Guira Cuckoo,LC,2002,March,15
66,66,Aves,Cuculiformes,Cuculidae,Guira,Guira guira,Guira Cuckoo,LC,2002,March,16
67,67,Aves,Cuculiformes,Cuculidae,Guira,Guira guira,Guira Cuckoo,LC,2002,March,16
68,68,Aves,Cuculiformes,Cuculidae,Guira,Guira guira,Guira Cuckoo,LC,2002,April,2
69,69,Aves,Cuculiformes,Cuculidae,Guira,Guira guira,Guira Cuckoo,LC,2002,April,12
70,70,Aves,Cuculiformes,Cuculidae,Guira,Guira guira,Guira Cuckoo,LC,2002,May,3
71,71,Aves,Cuculiformes,Cuculidae,Guira,Guira guira,Guira Cuckoo,LC,2002,May,3
72,72,Aves,Cuculiformes,Cuculidae,Guira,Guira guira,Guira Cuckoo,LC,2002,May,3
73,73,Aves,Cuculiformes,Cuculidae,Guira,Guira guira,Guira Cuckoo,LC,2002,May,3
74,74,Aves,Cuculiformes,Cuculidae,Guira,Guira guira,Guira Cuckoo,LC,2002,May,6
75,75,Aves,Cuculiformes,Cuculidae,Guira,Guira guira,Guira Cuckoo,LC,2002,May,17
76,76,Aves,Cuculiformes,Cuculidae,Guira,Guira guira,Guira Cuckoo,LC,2002,May,28
77,77,Aves,Cuculiformes,Cuculidae,Guira,Guira guira,Guira Cuckoo,LC,2002,August,2
78,78,Aves,Cuculiformes,Cuculidae,Guira,Guira guira,Guira Cuckoo,LC,2002,August,14
79,79,Aves,Cuculiformes,Cuculidae,Guira,Guira guira,Guira Cuckoo,LC,2002,November,11
80,80,Aves,Cuculiformes,Cuculidae,Guira,Guira guira,Guira Cuckoo,LC,2003,January,22
81,81,Aves,Cuculiformes,Cuculidae,Guira,Guira guira,Guira Cuckoo,LC,2004,October,15
82,82,Aves,Cuculiformes,Cuculidae,Guira,Guira guira,Guira Cuckoo,LC,2004,December,10
83,83,Aves,Cuculiformes,Cuculidae,Guira,Guira guira,Guira Cuckoo,LC,2005,January,7
84,84,Aves,Cuculiformes,Cuculidae,Guira,Guira guira,Guira Cuckoo,LC,2005,January,7
85,85,Aves,Cuculiformes,Cuculidae,Guira,Guira guira,Guira Cuckoo,LC,2005,January,14
86,86,Aves,Cuculiformes,Cuculidae,Guira,Guira guira,Guira Cuckoo,LC,2005,February,4
87,87,Aves,Cuculiformes,Cuculidae,Guira,Guira guira,Guira Cuckoo,LC,2005,February,11
88,88,Aves,Cuculiformes,Cuculidae,Guira,Guira guira,Guira Cuckoo,LC,2005,February,11
89,89,Aves,Cuculiformes,Cuculidae,Guira,Guira guira,Guira Cuckoo,LC,2005,February,18
90,90,Aves,Cuculiformes,Cuculidae,Guira,Guira guira,Guira Cuckoo,LC,2005,February,25
91,91,Aves,Cuculiformes,Cuculidae,Guira,Guira guira,Guira Cuckoo,LC,2005,March,4
92,92,Aves,Cuculiformes,Cuculidae,Guira,Guira guira,Guira Cuckoo,LC,2005,March,18
93,93,Aves,Cuculiformes,Cuculidae,Guira,Guira guira,Guira Cuckoo,LC,2005,March,18
94,94,Aves,Cuculiformes,Cuculidae,Guira,Guira guira,Guira Cuckoo,LC,2005,April,22
95,95,Aves,Cuculiformes,Cuculidae,Guira,Guira guira,Guira Cuckoo,LC,2005,April,29
96,96,Aves,Cuculiformes,Cuculidae,Guira,Guira guira,Guira Cuckoo,LC,2005,July,6
97,97,Aves,Cuculiformes,Cuculidae,Guira,Guira guira,Guira Cuckoo,LC,2005,July,6
98,98,Aves,Cuculiformes,Cuculidae,Guira,Guira guira,Guira Cuckoo,LC,2005,August,11
99,99,Aves,Cuculiformes,Cuculidae,Guira,Guira guira,Guira Cuckoo,LC,2005,September,1
100,100,Aves,Cuculiformes,Cuculidae,Guira,Guira guira,Guira Cuckoo,LC,2005,November,10
101,101,Aves,Cuculiformes,Cuculidae,Guira,Guira guira,Guira Cuckoo,LC,2005,December,22
102,102,Aves,Falconiformes,Falconidae,Phalcoboenus,Phalcoboenus chimango,Chimango Caracara,LC,2002,March,21
103,103,Aves,Falconiformes,Falconidae,Phalcoboenus,Phalcoboenus chimango,Chimango Caracara,LC,2004,September,24
104,104,Aves,Falconiformes,Falconidae,Phalcoboenus,Phalcoboenus chimango,Chimango Caracara,LC,2005,October,20
105,105,Aves,Falconiformes,Falconidae,Caracara,Caracara plancus,Southern Caracara,LC,2002,March,26
106,106,Aves,Falconiformes,Falconidae,Caracara,Caracara plancus,Southern Caracara,LC,2002,April,2
107,107,Aves,Falconiformes,Falconidae,Caracara,Caracara plancus,Southern Caracara,LC,2002,May,3
108,108,Aves,Falconiformes,Falconidae,Caracara,Caracara plancus,Southern Caracara,LC,2002,June,21
109,109,Aves,Falconiformes,Falconidae,Caracara,Caracara plancus,Southern Caracara,LC,2002,November,29
110,110,Aves,Falconiformes,Falconidae,Caracara,Caracara plancus,Southern Caracara,LC,2004,September,24
111,111,Aves,Falconiformes,Falconidae,Caracara,Caracara plancus,Southern Caracara,LC,2004,December,16
112,112,Aves,Gruiformes,Aramidae,Aramus,Aramus guarauna,Limpkin,LC,2002,January,9
113,113,Aves,Gruiformes,Aramidae,Aramus,Aramus guarauna,Limpkin,LC,2002,January,30
114,114,Aves,Gruiformes,Aramidae,Aramus,Aramus guarauna,Limpkin,LC,2002,February,14
115,115,Aves,Gruiformes,Aramidae,Aramus,Aramus guarauna,Limpkin,LC,2002,February,14
116,116,Aves,Gruiformes,Aramidae,Aramus,Aramus guarauna,Limpkin,LC,2002,March,21
117,117,Aves,Gruiformes,Rallidae,Aramides,Aramides ypecaha,Giant Wood-rail,LC,2002,May,7
118,118,Aves,Gruiformes,Rallidae,Fulica,Fulica rufifrons,Red-fronted Coot,LC,2002,June,13
119,119,Aves,Gruiformes,Rallidae,Gallinula,Gallinula chloropus,Common Moorhen,LC,2002,April,18
120,120,Aves,Gruiformes,Rallidae,Gallinula,Gallinula chloropus,Common Moorhen,LC,2004,September,14
121,121,Aves,Gruiformes,Rallidae,Gallinula,Gallinula chloropus,Common Moorhen,LC,2004,September,24
122,122,Aves,Gruiformes,Rallidae,Gallinula,Gallinula chloropus,Common Moorhen,LC,2004,October,15
123,123,Aves,Gruiformes,Rallidae,Gallinula,Gallinula chloropus,Common Moorhen,LC,2004,November,5
124,124,Aves,Gruiformes,Rallidae,Pardirallus,Pardirallus maculatus,Spotted Rail,LC,2004,November,5
125,125,Aves,Gruiformes,Rallidae,Pardirallus,Pardirallus sanguinolentus,Plumbeous Rail,LC,2002,June,21
126,126,Aves,Passeriformes,Furnariidae,Furnarius,Furnarius rufus,Rufous Hornero,LC,2002,January,9
127,127,Aves,Passeriformes,Furnariidae,Furnarius,Furnarius rufus,Rufous Hornero,LC,2002,January,9
128,128,Aves,Passeriformes,Furnariidae,Furnarius,Furnarius rufus,Rufous Hornero,LC,2002,January,9
129,129,Aves,Passeriformes,Furnariidae,Furnarius,Furnarius rufus,Rufous Hornero,LC,2002,January,9
130,130,Aves,Passeriformes,Furnariidae,Furnarius,Furnarius rufus,Rufous Hornero,LC,2002,January,9
131,131,Aves,Passeriformes,Furnariidae,Furnarius,Furnarius rufus,Rufous Hornero,LC,2002,January,22
132,132,Aves,Passeriformes,Furnariidae,Furnarius,Furnarius rufus,Rufous Hornero,LC,2002,January,22
133,133,Aves,Passeriformes,Furnariidae,Furnarius,Furnarius rufus,Rufous Hornero,LC,2002,January,22
134,134,Aves,Passeriformes,Furnariidae,Furnarius,Furnarius rufus,Rufous Hornero,LC,2002,January,30
135,135,Aves,Passeriformes,Furnariidae,Furnarius,Furnarius rufus,Rufous Hornero,LC,2002,January,30
136,136,Aves,Passeriformes,Furnariidae,Furnarius,Furnarius rufus,Rufous Hornero,LC,2002,February,14
137,137,Aves,Passeriformes,Furnariidae,Furnarius,Furnarius rufus,Rufous Hornero,LC,2002,February,27
138,138,Aves,Passeriformes,Furnariidae,Furnarius,Furnarius rufus,Rufous Hornero,LC,2002,February,27
139,139,Aves,Passeriformes,Furnariidae,Furnarius,Furnarius rufus,Rufous Hornero,LC,2002,February,27
140,140,Aves,Passeriformes,Furnariidae,Furnarius,Furnarius rufus,Rufous Hornero,LC,2002,March,7
141,141,Aves,Passeriformes,Furnariidae,Furnarius,Furnarius rufus,Rufous Hornero,LC,2002,March,21
142,142,Aves,Passeriformes,Furnariidae,Furnarius,Furnarius rufus,Rufous Hornero,LC,2002,March,26
143,143,Aves,Passeriformes,Furnariidae,Furnarius,Furnarius rufus,Rufous Hornero,LC,2002,April,2
144,144,Aves,Passeriformes,Furnariidae,Furnarius,Furnarius rufus,Rufous Hornero,LC,2002,May,3
145,145,Aves,Passeriformes,Furnariidae,Furnarius,Furnarius rufus,Rufous Hornero,LC,2002,November,29
146,146,Aves,Passeriformes,Furnariidae,Furnarius,Furnarius rufus,Rufous Hornero,LC,2003,January,22
147,147,Aves,Passeriformes,Furnariidae,Furnarius,Furnarius rufus,Rufous Hornero,LC,2004,October,15
148,148,Aves,Passeriformes,Furnariidae,Furnarius,Furnarius rufus,Rufous Hornero,LC,2004,October,29
149,149,Aves,Passeriformes,Furnariidae,Furnarius,Furnarius rufus,Rufous Hornero,LC,2004,November,26
150,150,Aves,Passeriformes,Furnariidae,Furnarius,Furnarius rufus,Rufous Hornero,LC,2004,December,10
151,151,Aves,Passeriformes,Furnariidae,Furnarius,Furnarius rufus,Rufous Hornero,LC,2004,December,10
152,152,Aves,Passeriformes,Furnariidae,Furnarius,Furnarius rufus,Rufous Hornero,LC,2005,January,7
153,153,Aves,Passeriformes,Furnariidae,Furnarius,Furnarius rufus,Rufous Hornero,LC,2005,January,14
154,154,Aves,Passeriformes,Furnariidae,Furnarius,Furnarius rufus,Rufous Hornero,LC,2005,January,14
155,155,Aves,Passeriformes,Furnariidae,Furnarius,Furnarius rufus,Rufous Hornero,LC,2005,January,20
156,156,Aves,Passeriformes,Furnariidae,Furnarius,Furnarius rufus,Rufous Hornero,LC,2005,March,4
157,157,Aves,Passeriformes,Furnariidae,Furnarius,Furnarius rufus,Rufous Hornero,LC,2005,March,4
158,158,Aves,Passeriformes,Furnariidae,Furnarius,Furnarius rufus,Rufous Hornero,LC,2005,April,22
159,159,Aves,Passeriformes,Furnariidae,Furnarius,Furnarius rufus,Rufous Hornero,LC,2005,April,22
160,160,Aves,Passeriformes,Furnariidae,Furnarius,Furnarius rufus,Rufous Hornero,LC,2005,June,3
161,161,Aves,Passeriformes,Furnariidae,Furnarius,Furnarius rufus,Rufous Hornero,LC,2005,July,6
162,162,Aves,Passeriformes,Furnariidae,Furnarius,Furnarius rufus,Rufous Hornero,LC,2005,July,6
163,163,Aves,Passeriformes,Furnariidae,Furnarius,Furnarius rufus,Rufous Hornero,LC,2005,August,11
164,164,Aves,Passeriformes,Furnariidae,Furnarius,Furnarius rufus,Rufous Hornero,LC,2005,September,1
165,165,Aves,Passeriformes,Furnariidae,Furnarius,Furnarius rufus,Rufous Hornero,LC,2005,September,1
166,166,Aves,Passeriformes,Furnariidae,Furnarius,Furnarius rufus,Rufous Hornero,LC,2005,September,29
167,167,Aves,Passeriformes,Furnariidae,Furnarius,Furnarius rufus,Rufous Hornero,LC,2005,September,29
168,168,Aves,Passeriformes,Furnariidae,Furnarius,Furnarius rufus,Rufous Hornero,LC,2005,October,13
169,169,Aves,Passeriformes,Furnariidae,Furnarius,Furnarius rufus,Rufous Hornero,LC,2005,November,10
170,170,Aves,Passeriformes,Furnariidae,Furnarius,Furnarius rufus,Rufous Hornero,LC,2005,December,1
171,171,Aves,Passeriformes,Furnariidae,Furnarius,Furnarius rufus,Rufous Hornero,LC,2005,December,22
172,172,Aves,Passeriformes,Furnariidae,Phleocryptes,Phleocryptes melanops,Wren-like Rushbird,LC,2002,January,22
173,173,Aves,Passeriformes,Furnariidae,Phleocryptes,Phleocryptes melanops,Wren-like Rushbird,LC,2002,January,22
174,174,Aves,Passeriformes,Furnariidae,Phleocryptes,Phleocryptes melanops,Wren-like Rushbird,LC,2002,August,14
175,175,Aves,Passeriformes,Furnariidae,Phleocryptes,Phleocryptes melanops,Wren-like Rushbird,LC,2002,August,14
176,176,Aves,Passeriformes,Hirundinidae,Pygochelidon,Pygochelidon cyanoleuca,Blue-and-white Swallow,LC,2002,January,22
177,177,Aves,Passeriformes,Icteridae,Agelaioides,Agelaioides badius,Greyish Baywing,LC,2002,April,18
178,178,Aves,Passeriformes,Icteridae,Chrysomus,Chrysomus ruficapillus,Chestnut-capped Blackbird,LC,2002,January,22
179,179,Aves,Passeriformes,Icteridae,Chrysomus,Chrysomus ruficapillus,Chestnut-capped Blackbird,LC,2002,January,22
180,180,Aves,Passeriformes,Icteridae,Chrysomus,Chrysomus ruficapillus,Chestnut-capped Blackbird,LC,2002,January,22
181,181,Aves,Passeriformes,Icteridae,Chrysomus,Chrysomus ruficapillus,Chestnut-capped Blackbird,LC,2002,January,30
182,182,Aves,Passeriformes,Icteridae,Chrysomus,Chrysomus ruficapillus,Chestnut-capped Blackbird,LC,2002,January,30
183,183,Aves,Passeriformes,Icteridae,Chrysomus,Chrysomus ruficapillus,Chestnut-capped Blackbird,LC,2002,January,30
184,184,Aves,Passeriformes,Icteridae,Chrysomus,Chrysomus ruficapillus,Chestnut-capped Blackbird,LC,2002,February,14
185,185,Aves,Passeriformes,Icteridae,Chrysomus,Chrysomus ruficapillus,Chestnut-capped Blackbird,LC,2002,February,14
186,186,Aves,Passeriformes,Icteridae,Chrysomus,Chrysomus ruficapillus,Chestnut-capped Blackbird,LC,2002,February,14
187,187,Aves,Passeriformes,Icteridae,Chrysomus,Chrysomus ruficapillus,Chestnut-capped Blackbird,LC,2002,February,14
188,188,Aves,Passeriformes,Icteridae,Chrysomus,Chrysomus ruficapillus,Chestnut-capped Blackbird,LC,2002,February,27
189,189,Aves,Passeriformes,Icteridae,Chrysomus,Chrysomus ruficapillus,Chestnut-capped Blackbird,LC,2002,February,27
190,190,Aves,Passeriformes,Icteridae,Chrysomus,Chrysomus ruficapillus,Chestnut-capped Blackbird,LC,2002,March,7
191,191,Aves,Passeriformes,Icteridae,Chrysomus,Chrysomus ruficapillus,Chestnut-capped Blackbird,LC,2002,March,7
192,192,Aves,Passeriformes,Icteridae,Chrysomus,Chrysomus ruficapillus,Chestnut-capped Blackbird,LC,2002,March,16
193,193,Aves,Passeriformes,Icteridae,Chrysomus,Chrysomus ruficapillus,Chestnut-capped Blackbird,LC,2002,March,21
194,194,Aves,Passeriformes,Icteridae,Chrysomus,Chrysomus ruficapillus,Chestnut-capped Blackbird,LC,2002,March,26
195,195,Aves,Passeriformes,Icteridae,Chrysomus,Chrysomus ruficapillus,Chestnut-capped Blackbird,LC,2002,March,26
196,196,Aves,Passeriformes,Icteridae,Chrysomus,Chrysomus ruficapillus,Chestnut-capped Blackbird,LC,2002,March,26
197,197,Aves,Passeriformes,Icteridae,Chrysomus,Chrysomus ruficapillus,Chestnut-capped Blackbird,LC,2002,March,26
198,198,Aves,Passeriformes,Icteridae,Chrysomus,Chrysomus ruficapillus,Chestnut-capped Blackbird,LC,2002,March,26
199,199,Aves,Passeriformes,Icteridae,Chrysomus,Chrysomus ruficapillus,Chestnut-capped Blackbird,LC,2002,April,2
200,200,Aves,Passeriformes,Icteridae,Chrysomus,Chrysomus ruficapillus,Chestnut-capped Blackbird,LC,2002,April,12
201,201,Aves,Passeriformes,Icteridae,Chrysomus,Chrysomus ruficapillus,Chestnut-capped Blackbird,LC,2002,April,12
202,202,Aves,Passeriformes,Icteridae,Chrysomus,Chrysomus ruficapillus,Chestnut-capped Blackbird,LC,2002,April,12
203,203,Aves,Passeriformes,Icteridae,Chrysomus,Chrysomus ruficapillus,Chestnut-capped Blackbird,LC,2002,April,18
204,204,Aves,Passeriformes,Icteridae,Chrysomus,Chrysomus ruficapillus,Chestnut-capped Blackbird,LC,2002,April,18
205,205,Aves,Passeriformes,Icteridae,Chrysomus,Chrysomus ruficapillus,Chestnut-capped Blackbird,LC,2002,April,18
206,206,Aves,Passeriformes,Icteridae,Chrysomus,Chrysomus ruficapillus,Chestnut-capped Blackbird,LC,2002,April,18
207,207,Aves,Passeriformes,Icteridae,Chrysomus,Chrysomus ruficapillus,Chestnut-capped Blackbird,LC,2002,April,18
208,208,Aves,Passeriformes,Icteridae,Chrysomus,Chrysomus ruficapillus,Chestnut-capped Blackbird,LC,2002,April,18
209,209,Aves,Passeriformes,Icteridae,Chrysomus,Chrysomus ruficapillus,Chestnut-capped Blackbird,LC,2002,April,18
210,210,Aves,Passeriformes,Icteridae,Chrysomus,Chrysomus ruficapillus,Chestnut-capped Blackbird,LC,2002,April,18
211,211,Aves,Passeriformes,Icteridae,Chrysomus,Chrysomus ruficapillus,Chestnut-capped Blackbird,LC,2002,April,18
212,212,Aves,Passeriformes,Icteridae,Chrysomus,Chrysomus ruficapillus,Chestnut-capped Blackbird,LC,2002,April,18
213,213,Aves,Passeriformes,Icteridae,Chrysomus,Chrysomus ruficapillus,Chestnut-capped Blackbird,LC,2002,April,18
214,214,Aves,Passeriformes,Icteridae,Chrysomus,Chrysomus ruficapillus,Chestnut-capped Blackbird,LC,2002,April,18
215,215,Aves,Passeriformes,Icteridae,Chrysomus,Chrysomus ruficapillus,Chestnut-capped Blackbird,LC,2002,April,18
216,216,Aves,Passeriformes,Icteridae,Chrysomus,Chrysomus ruficapillus,Chestnut-capped Blackbird,LC,2002,April,18
217,217,Aves,Passeriformes,Icteridae,Chrysomus,Chrysomus ruficapillus,Chestnut-capped Blackbird,LC,2002,April,18
218,218,Aves,Passeriformes,Icteridae,Chrysomus,Chrysomus ruficapillus,Chestnut-capped Blackbird,LC,2002,April,18
219,219,Aves,Passeriformes,Icteridae,Chrysomus,Chrysomus ruficapillus,Chestnut-capped Blackbird,LC,2002,April,18
220,220,Aves,Passeriformes,Icteridae,Chrysomus,Chrysomus ruficapillus,Chestnut-capped Blackbird,LC,2002,April,18
221,221,Aves,Passeriformes,Icteridae,Chrysomus,Chrysomus ruficapillus,Chestnut-capped Blackbird,LC,2002,April,18
222,222,Aves,Passeriformes,Icteridae,Chrysomus,Chrysomus ruficapillus,Chestnut-capped Blackbird,LC,2002,April,18
223,223,Aves,Passeriformes,Icteridae,Chrysomus,Chrysomus ruficapillus,Chestnut-capped Blackbird,LC,2002,April,18
224,224,Aves,Passeriformes,Icteridae,Chrysomus,Chrysomus ruficapillus,Chestnut-capped Blackbird,LC,2002,April,18
225,225,Aves,Passeriformes,Icteridae,Chrysomus,Chrysomus ruficapillus,Chestnut-capped Blackbird,LC,2002,April,18
226,226,Aves,Passeriformes,Icteridae,Chrysomus,Chrysomus ruficapillus,Chestnut-capped Blackbird,LC,2002,April,18
227,227,Aves,Passeriformes,Icteridae,Chrysomus,Chrysomus ruficapillus,Chestnut-capped Blackbird,LC,2002,April,18
228,228,Aves,Passeriformes,Icteridae,Chrysomus,Chrysomus ruficapillus,Chestnut-capped Blackbird,LC,2002,April,18
229,229,Aves,Passeriformes,Icteridae,Chrysomus,Chrysomus ruficapillus,Chestnut-capped Blackbird,LC,2002,April,18
230,230,Aves,Passeriformes,Icteridae,Chrysomus,Chrysomus ruficapillus,Chestnut-capped Blackbird,LC,2002,April,18
231,231,Aves,Passeriformes,Icteridae,Chrysomus,Chrysomus ruficapillus,Chestnut-capped Blackbird,LC,2002,April,18
232,232,Aves,Passeriformes,Icteridae,Chrysomus,Chrysomus ruficapillus,Chestnut-capped Blackbird,LC,2002,April,18
233,233,Aves,Passeriformes,Icteridae,Chrysomus,Chrysomus ruficapillus,Chestnut-capped Blackbird,LC,2002,April,18
234,234,Aves,Passeriformes,Icteridae,Chrysomus,Chrysomus ruficapillus,Chestnut-capped Blackbird,LC,2002,April,18
235,235,Aves,Passeriformes,Icteridae,Chrysomus,Chrysomus ruficapillus,Chestnut-capped Blackbird,LC,2002,April,18
236,236,Aves,Passeriformes,Icteridae,Chrysomus,Chrysomus ruficapillus,Chestnut-capped Blackbird,LC,2002,April,18
237,237,Aves,Passeriformes,Icteridae,Chrysomus,Chrysomus ruficapillus,Chestnut-capped Blackbird,LC,2002,April,18
238,238,Aves,Passeriformes,Icteridae,Chrysomus,Chrysomus ruficapillus,Chestnut-capped Blackbird,LC,2002,April,18
239,239,Aves,Passeriformes,Icteridae,Chrysomus,Chrysomus ruficapillus,Chestnut-capped Blackbird,LC,2002,April,18
